x center,y center,width,height,ImageID,labelID,Area,boxID
0.4619,0.5111,0.7619,0.5442,725,9,0.4147,0
0.5095,0.4167,0.7048,0.5331,726,9,0.3757,0
0.5619,0.5333,0.7524,0.5442,727,9,0.4095,0
0.4762,0.4722,0.7333,0.5109,728,9,0.3747,0
0.4905,0.4445,0.7619,0.5665,729,9,0.4316,0
0.4714,0.5,0.6476,0.2999,730,8,0.1942,0
0.5095,0.4667,0.7238,0.5442,731,9,0.3939,0
0.481,0.4056,0.7429,0.5331,732,9,0.396,0
0.481,0.5611,0.6857,0.5331,733,9,0.3656,0
0.4952,0.5777,0.7143,0.522,734,9,0.3729,0
0.4667,0.4556,0.6952,0.522,735,9,0.3629,0
0.5857,0.5056,0.7048,0.5331,736,9,0.3757,0
0.4619,0.4778,0.7238,0.522,737,9,0.3778,0
0.481,0.4,0.6857,0.4998,738,9,0.3427,0
0.4429,0.5056,0.6667,0.5109,739,9,0.3406,0
0.4286,0.6055,0.6762,0.5109,740,9,0.3455,0
0.4667,0.5555,0.6571,0.3221,741,8,0.2117,0
0.5476,0.6,0.6667,0.2999,742,8,0.1999,0
0.4714,0.5777,0.6857,0.4998,743,9,0.3427,0
0.6238,0.4944,0.6476,0.311,744,8,0.2014,0
0.5143,0.5833,0.6381,0.311,745,8,0.1984,0
0.4952,0.4389,0.6381,0.2888,746,8,0.1843,0
0.5238,0.45,0.6381,0.2888,747,8,0.1843,0
0.4429,0.4833,0.6476,0.311,748,8,0.2014,0
0.4762,0.5056,0.6571,0.2888,749,8,0.1898,0
0.4857,0.5444,0.7333,0.5887,750,0,0.4317,0
0.4596,0.61,0.4582,0.4714,751,5,0.216,0
0.6078,0.3952,0.5571,0.5657,752,5,0.3151,0
0.4102,0.7043,0.611,0.4924,753,5,0.3008,0
0.3381,0.6814,0.2476,0.5034,754,0,0.1246,0
0.6244,0.5786,0.334,0.5546,755,9,0.1853,0
0.4479,0.5304,0.253,0.6076,756,8,0.1537,0
0.407,0.4392,0.2604,0.5816,757,8,0.1515,0
0.4479,0.5087,0.253,0.5642,758,8,0.1427,0
0.4665,0.4696,0.2604,0.5903,759,8,0.1537,0
0.4219,0.4653,0.2455,0.5816,760,8,0.1428,0
0.4516,0.4783,0.2604,0.5729,761,8,0.1492,0
0.4033,0.4436,0.2679,0.5903,762,8,0.1581,0
0.4293,0.5043,0.2902,0.6076,763,8,0.1763,0
0.4926,0.4609,0.2381,0.5556,764,8,0.1323,0
0.4219,0.5608,0.2604,0.5816,765,8,0.1515,0
0.5149,0.474,0.253,0.5642,766,8,0.1427,0
0.4777,0.5174,0.253,0.5816,767,8,0.1471,0
0.4665,0.4696,0.2455,0.5903,768,8,0.1449,0
0.5454,0.4947,0.517,0.7931,769,8,0.41,0
0.3658,0.6898,0.3132,0.5062,770,0,0.1585,0
0.3658,0.6898,0.3132,0.5062,771,0,0.1585,0
0.2507,0.4777,0.4538,0.2754,772,11,0.125,0
0.3466,0.6936,0.2748,0.5434,773,12,0.1494,0
0.3562,0.6638,0.2429,0.5137,774,0,0.1248,0
0.3945,0.6787,0.294,0.4988,775,0,0.1467,0
0.4073,0.6787,0.2429,0.4541,775,0,0.1103,1
0.5298,0.5298,0.3656,0.7141,776,8,0.2611,0
0.5,0.4752,0.3741,0.6645,777,8,0.2486,0
0.5085,0.5645,0.3571,0.6447,778,8,0.2302,0
0.4596,0.3533,0.584,0.639,779,5,0.3732,0
0.373,0.7035,0.2921,0.5253,780,0,0.1534,0
0.373,0.7146,0.254,0.4735,780,0,0.1203,1
0.373,0.7035,0.2921,0.5253,781,0,0.1534,0
0.373,0.7146,0.254,0.4735,781,0,0.1203,1
0.5632,0.4558,0.4046,0.5309,782,5,0.2148,0
0.4514,0.5038,0.3628,0.566,783,0,0.2053,0
0.4336,0.4636,0.5386,0.2822,784,8,0.152,0
0.5039,0.4772,0.5386,0.2731,785,8,0.1471,0
0.5195,0.4681,0.6167,0.3823,786,12,0.2358,0
0.411,0.4187,0.4181,0.6502,787,9,0.2719,0
0.5,0.491,0.3949,0.6502,788,12,0.2568,0
0.3786,0.6342,0.2365,0.5516,789,12,0.1305,0
0.3274,0.6789,0.2748,0.492,790,12,0.1352,0
0.3658,0.6901,0.2493,0.4696,791,0,0.1171,0
0.3722,0.705,0.2365,0.4249,791,0,0.1005,1
0.3786,0.6193,0.2748,0.5367,792,0,0.1475,0
0.369,0.6528,0.2429,0.5143,793,0,0.1249,0
0.369,0.6491,0.2557,0.5069,794,0,0.1296,0
0.353,0.6714,0.2493,0.5218,795,0,0.1301,0
0.3626,0.6565,0.2301,0.5069,796,0,0.1166,0
0.2987,0.6864,0.4091,0.5367,797,0,0.2196,0
0.3146,0.6864,0.3132,0.4771,797,0,0.1494,1
0.2772,0.3684,0.3114,0.4625,798,5,0.144,0
0.616,0.4537,0.3053,0.4625,798,5,0.1412,1
0.5461,0.5984,0.3687,0.5993,799,9,0.2209,0
0.4972,0.4935,0.112,0.2418,800,12,0.0271,0
0.6289,0.5033,0.1232,0.2614,800,8,0.0322,1
0.3824,0.4722,0.112,0.232,800,9,0.026,2
0.4955,0.5317,0.5261,0.8141,801,8,0.4283,0
0.4184,0.574,0.4444,0.5181,802,5,0.2303,0
0.5111,0.5226,0.1218,0.2389,803,0,0.0291,0
0.7478,0.5549,0.1578,0.3035,803,8,0.0479,1
0.6315,0.542,0.119,0.2518,803,9,0.03,2
0.5055,0.4903,0.0997,0.2583,804,0,0.0257,0
0.6246,0.5129,0.1329,0.297,804,8,0.0395,1
0.3865,0.4806,0.1329,0.2389,804,9,0.0317,2
0.3713,0.4903,0.1467,0.3358,805,0,0.0493,0
0.4931,0.5081,0.1357,0.3584,805,0,0.0486,1
0.6274,0.479,0.1384,0.2809,805,8,0.0389,2
0.4986,0.5387,0.1135,0.2454,806,12,0.0279,0
0.5166,0.5161,0.1107,0.3487,807,0,0.0386,0
0.2354,0.3899,0.393,0.7048,808,8,0.277,0
0.5416,0.5088,0.3855,0.7136,808,8,0.2751,1
0.5265,0.4295,0.4157,0.6784,809,9,0.282,0
0.4935,0.481,0.2609,0.5246,810,8,0.1369,0
0.487,0.4962,0.274,0.5246,811,8,0.1437,0
0.5421,0.4656,0.4467,0.7954,812,8,0.3553,0
0.5295,0.554,0.3708,0.6972,813,8,0.2586,0
0.4807,0.4513,0.296,0.5172,814,0,0.1531,0
0.4807,0.4663,0.3475,0.5622,814,0,0.1953,1
0.4292,0.4963,0.2703,0.5172,815,0,0.1398,0
0.4292,0.4963,0.3861,0.5922,815,0,0.2286,1
0.2619,0.4026,0.3346,0.5996,816,8,0.2007,0
0.5418,0.5262,0.3282,0.6071,816,8,0.1993,1
0.8282,0.6349,0.296,0.5996,816,8,0.1775,2
0.426,0.4738,0.4311,0.5922,817,12,0.2553,0
0.4292,0.4963,0.2703,0.5172,818,0,0.1398,0
0.4292,0.4963,0.3861,0.5922,818,0,0.2286,1
0.4035,0.4138,0.3089,0.5322,819,9,0.1644,0
0.4453,0.5037,0.3797,0.6071,820,0,0.2305,0
0.4972,0.4968,0.1163,0.2551,821,8,0.0297,0
0.4574,0.4955,0.4181,0.6681,822,9,0.2793,0
0.682,0.8503,0.1975,0.1309,823,12,0.0259,0
0.7246,0.8782,0.1955,0.1382,824,9,0.027,0
0.5806,0.603,0.3763,0.6182,825,9,0.2326,0
0.4501,0.4373,0.3917,0.663,826,9,0.2597,0
0.5269,0.509,0.4071,0.6271,827,9,0.2553,0
0.5538,0.491,0.5991,0.6809,828,11,0.4079,0
0.4781,0.4635,0.282,0.5114,829,8,0.1442,0
0.5439,0.4817,0.2757,0.4894,830,8,0.1349,0
0.4718,0.5256,0.2694,0.4894,831,8,0.1319,0
0.453,0.5346,0.282,0.4983,832,8,0.1405,0
0.4248,0.4965,0.2757,0.4775,833,8,0.1316,0
0.4123,0.4758,0.2632,0.4914,834,8,0.1293,0
0.5564,0.5138,0.2882,0.4844,835,8,0.1396,0
0.3997,0.5519,0.3008,0.4775,836,9,0.1436,0
0.5815,0.5796,0.3008,0.5052,837,8,0.1519,0
0.4906,0.4827,0.2569,0.4775,838,8,0.1227,0
0.547,0.5104,0.282,0.5052,839,8,0.1424,0
0.4436,0.4758,0.2757,0.4914,840,8,0.1355,0
0.2295,0.3949,0.3352,0.6054,841,8,0.2029,0
0.5571,0.5168,0.3962,0.6642,841,8,0.2632,1
0.4524,0.443,0.5079,0.7013,842,0,0.3562,0
0.4311,0.538,0.2757,0.4704,843,8,0.1297,0
0.5752,0.5208,0.2882,0.5188,844,8,0.1495,0
0.569,0.5114,0.4555,0.3046,845,5,0.1388,0
0.5483,0.2563,0.4693,0.297,845,5,0.1394,1
0.4275,0.5076,0.4486,0.6169,846,9,0.2767,0
0.5121,0.5089,0.5085,0.6242,847,9,0.3174,0
0.528,0.4603,0.4482,0.6535,848,0,0.2929,0
0.532,0.4691,0.3121,0.5828,848,0,0.1819,1
0.536,0.5618,0.5442,0.7153,849,0,0.3893,0
0.4423,0.4575,0.4137,0.7005,850,5,0.2898,0
0.4787,0.5611,0.2976,0.5545,851,9,0.165,0
0.5126,0.6396,0.3203,0.5861,852,9,0.1877,0
0.6062,0.4546,0.4933,0.3479,853,9,0.1716,0
0.509,0.4351,0.0658,0.0902,854,1,0.0059,0
0.8148,0.3872,0.0817,0.0781,854,1,0.0064,1
0.7625,0.2508,0.0667,0.0649,854,9,0.0043,2
0.5128,0.6455,0.4847,0.3567,855,9,0.1729,0
0.4532,0.5798,0.5187,0.3379,856,9,0.1753,0
0.5431,0.4974,0.3494,0.5977,857,8,0.2088,0
0.4937,0.4791,0.2964,0.4732,858,9,0.1403,0
0.5361,0.4947,0.3608,0.6051,859,8,0.2183,0
0.5024,0.5106,0.3415,0.6157,860,8,0.2103,0
0.4911,0.5351,0.4005,0.8657,861,9,0.3467,0
0.3248,0.5281,0.541,0.3188,862,9,0.1724,0
0.3248,0.5281,0.541,0.3188,863,9,0.1724,0
0.3248,0.5281,0.541,0.3188,864,9,0.1724,0
0.3248,0.5281,0.541,0.3188,865,9,0.1724,0
0.3248,0.5281,0.541,0.3188,866,9,0.1724,0
0.5397,0.4687,0.2494,0.4007,867,0,0.0999,0
0.7778,0.5814,0.2608,0.4257,867,9,0.111,1
0.6011,0.6071,0.4635,0.5961,868,9,0.2763,0
0.4911,0.5354,0.4005,0.8733,869,9,0.3498,0
0.4911,0.5354,0.4005,0.8733,870,9,0.3498,0
0.4911,0.5354,0.4005,0.8733,871,9,0.3498,0
0.4911,0.5354,0.4005,0.8733,872,9,0.3498,0
0.3248,0.5283,0.541,0.321,873,9,0.1736,0
0.449,0.5188,0.2381,0.382,874,0,0.091,0
0.6899,0.6315,0.2778,0.4196,874,9,0.1166,1
0.348,0.5224,0.2634,0.4085,875,9,0.1076,0
0.5583,0.6007,0.2685,0.4197,875,9,0.1127,1
0.1505,0.4217,0.2533,0.4197,875,9,0.1063,2
0.3227,0.5252,0.2837,0.4365,876,9,0.1238,0
0.5355,0.6091,0.2837,0.4365,876,9,0.1238,1
0.7432,0.7043,0.2837,0.4365,876,9,0.1238,2
0.42,0.447,0.3281,0.5653,877,9,0.1855,0
0.5721,0.4965,0.3446,0.4778,878,9,0.1647,0
0.6159,0.4723,0.3697,0.4847,879,9,0.1792,0
0.5877,0.4723,0.3509,0.4709,880,9,0.1652,0
0.5877,0.545,0.3634,0.4916,881,9,0.1787,0
0.7874,0.4773,0.1752,0.2268,882,8,0.0397,0
0.7682,0.4743,0.1642,0.2268,883,9,0.0372,0
0.7299,0.438,0.1587,0.2268,884,9,0.036,0
0.7271,0.441,0.1916,0.2449,885,9,0.0469,0
0.7217,0.4304,0.1533,0.2298,886,9,0.0352,0
0.7833,0.4607,0.156,0.2419,887,12,0.0377,0
0.7299,0.4425,0.197,0.248,888,9,0.0489,0
0.4215,0.4582,0.2652,0.3942,889,0,0.1045,0
0.5244,0.4403,0.2435,0.4061,890,0,0.0989,0
0.4784,0.4283,0.2706,0.43,891,0,0.1163,0
0.4099,0.4052,0.4805,0.6729,892,9,0.3233,0
0.7594,0.4621,0.1592,0.2333,893,9,0.0371,0
0.7292,0.4349,0.1537,0.2151,894,9,0.0331,0
0.7319,0.4394,0.1537,0.2181,895,9,0.0335,0
0.7333,0.4424,0.1674,0.2245,896,9,0.0376,0
0.7278,0.4338,0.1729,0.2245,897,9,0.0388,0
0.7278,0.4381,0.151,0.1986,898,9,0.03,0
0.7223,0.4281,0.1674,0.2302,899,9,0.0385,0
0.517,0.4688,0.4932,0.5973,900,9,0.2946,0
0.5723,0.5936,0.4677,0.5973,901,9,0.2794,0
0.4022,0.4108,0.4677,0.6241,902,9,0.2919,0
0.4759,0.462,0.1929,0.4302,903,9,0.083,0
0.5,0.4367,0.1929,0.4302,904,9,0.083,0
0.506,0.481,0.1929,0.4302,905,8,0.083,0
0.4156,0.3988,0.1929,0.4302,906,9,0.083,0
0.494,0.5063,0.1929,0.4302,907,9,0.083,0
0.4518,0.481,0.1929,0.4302,908,9,0.083,0
0.4699,0.4494,0.1929,0.4302,909,9,0.083,0
0.4879,0.5474,0.2291,0.4998,910,7,0.1145,0
0.5121,0.481,0.1929,0.4302,911,9,0.083,0
0.5542,0.5886,0.1929,0.4302,912,9,0.083,0
0.4638,0.481,0.1929,0.4302,913,9,0.083,0
0.5663,0.5886,0.1929,0.4302,914,9,0.083,0
0.5121,0.519,0.1929,0.4302,915,8,0.083,0
0.4578,0.4431,0.1929,0.4302,916,7,0.083,0
0.4518,0.4494,0.1929,0.4302,917,9,0.083,0
0.5482,0.5316,0.1929,0.4302,918,9,0.083,0
0.5241,0.5506,0.1929,0.4302,919,8,0.083,0
0.4397,0.4494,0.1929,0.4302,920,9,0.083,0
0.4516,0.5635,0.2906,0.5332,921,9,0.1549,0
0.5404,0.555,0.3067,0.5332,922,9,0.1635,0
0.5363,0.4704,0.2825,0.5501,923,9,0.1554,0
0.5323,0.3392,0.3067,0.5247,924,9,0.1609,0
0.4395,0.555,0.3471,0.5332,925,9,0.1851,0
0.4233,0.4154,0.3148,0.5247,926,9,0.1652,0
0.4516,0.4915,0.3228,0.5247,927,9,0.1694,0
0.4718,0.6312,0.3632,0.6009,928,0,0.2182,0
0.5242,0.4154,0.3067,0.5417,929,9,0.1661,0
0.5282,0.5254,0.2986,0.5417,930,9,0.1618,0
0.5121,0.5635,0.2986,0.5332,931,9,0.1592,0
0.4718,0.627,0.2986,0.5247,932,9,0.1567,0
0.5525,0.5973,0.3471,0.6009,933,9,0.2085,0
0.5039,0.4795,0.4762,0.6961,934,12,0.3315,0
0.5507,0.4959,0.3825,0.4832,935,5,0.1848,0
0.4883,0.4918,0.4606,0.6388,936,12,0.2942,0
0.4917,0.4653,0.2973,0.4103,937,0,0.122,0
0.4882,0.5093,0.4437,0.4035,938,0,0.179,0
0.2764,0.5814,0.1263,0.2097,939,8,0.0265,0
0.5053,0.4945,0.1368,0.2124,939,0,0.0291,1
0.5039,0.5235,0.1447,0.2097,940,0,0.0303,0
0.7447,0.4324,0.1368,0.2097,940,9,0.0287,1
0.746,0.4407,0.1447,0.2152,941,0,0.0311,0
0.5158,0.5221,0.1263,0.218,941,9,0.0275,1
0.3803,0.5713,0.2667,0.3538,942,9,0.0943,0
0.5,0.483,0.2381,0.409,943,0,0.0974,0
0.4509,0.4881,0.3401,0.5316,944,9,0.1808,0
0.5038,0.4643,0.3401,0.5316,945,9,0.1808,0
0.568,0.5,0.3477,0.603,946,12,0.2096,0
0.5151,0.504,0.3023,0.5792,947,8,0.1751,0
0.5438,0.4684,0.2846,0.3792,948,0,0.1079,0
0.4891,0.4569,0.2737,0.4137,949,0,0.1132,0
0.4808,0.5546,0.2682,0.3562,950,9,0.0955,0
0.3714,0.5144,0.2682,0.3562,951,9,0.0955,0
0.5027,0.5259,0.2682,0.3562,952,9,0.0955,0
0.4973,0.4598,0.2901,0.3964,953,0,0.115,0
0.4973,0.4397,0.2901,0.4022,954,0,0.1167,0
0.4918,0.5115,0.2573,0.362,955,0,0.0931,0
0.4288,0.4483,0.2846,0.3964,956,0,0.1128,0
0.5082,0.4512,0.2791,0.4137,957,0,0.1155,0
0.4945,0.4569,0.2737,0.4022,958,0,0.1101,0
0.4781,0.4856,0.2737,0.4022,959,0,0.1101,0
0.4726,0.4914,0.2737,0.3907,960,0,0.1069,0
0.4726,0.4828,0.2846,0.3964,961,0,0.1128,0
0.4863,0.4598,0.2682,0.3964,962,0,0.1063,0
0.4918,0.454,0.2463,0.3734,963,0,0.092,0
0.3933,0.612,0.2682,0.3562,964,9,0.0955,0
0.3933,0.6178,0.2682,0.3562,965,9,0.0955,0
0.4535,0.4856,0.2354,0.3447,966,8,0.0811,0
0.4863,0.4799,0.2682,0.3907,967,0,0.1048,0
0.4562,0.612,0.2189,0.3447,968,8,0.0755,0
0.5602,0.4943,0.2737,0.3964,969,0,0.1085,0
0.3905,0.5891,0.2737,0.3562,970,9,0.0975,0
0.4672,0.4196,0.2846,0.3964,971,0,0.1128,0
0.3768,0.5776,0.2682,0.3562,972,9,0.0955,0
0.3659,0.6063,0.2682,0.3562,973,9,0.0955,0
0.4945,0.454,0.3175,0.4194,974,0,0.1331,0
0.4699,0.4799,0.2791,0.4022,975,0,0.1123,0
0.4352,0.488,0.4114,0.5352,976,0,0.2202,0
0.4853,0.5807,0.4982,0.6147,977,8,0.3062,0
0.5294,0.6402,0.3157,0.46,978,12,0.1452,0
0.5963,0.4832,0.2461,0.3927,979,0,0.0967,0
0.5133,0.5118,0.1598,0.1139,980,9,0.0182,0
0.4652,0.629,0.1782,0.1118,980,9,0.0199,1
0.3331,0.7214,0.1679,0.1247,980,9,0.0209,2
0.5694,0.4967,0.3469,0.4234,981,9,0.1469,0
0.4467,0.5263,0.6955,0.7883,982,11,0.5482,0
0.5134,0.523,0.1385,0.1913,983,0,0.0265,0
0.5061,0.4987,0.1142,0.1887,984,0,0.0215,0
0.5073,0.4975,0.1381,0.2086,985,12,0.0288,0
0.477,0.5254,0.1357,0.1984,986,0,0.0269,0
0.4527,0.2991,0.1115,0.1831,987,0,0.0204,0
0.5218,0.5064,0.1187,0.1857,987,0,0.022,1
0.523,0.4911,0.1309,0.1958,988,0,0.0256,0
0.5024,0.5127,0.1069,0.1885,989,0,0.0202,0
0.4903,0.5064,0.1312,0.1962,990,0,0.0257,0
0.5231,0.4809,0.1288,0.1962,991,0,0.0253,0
0.5049,0.514,0.1069,0.186,992,0,0.0199,0
0.5024,0.4796,0.1215,0.1936,993,0,0.0235,0
0.5085,0.5076,0.1239,0.1834,994,0,0.0227,0
0.5121,0.5153,0.1215,0.1987,995,0,0.0241,0
0.5182,0.4987,0.1288,0.1911,996,0,0.0246,0
0.4976,0.5051,0.1118,0.1783,997,0,0.0199,0
0.5255,0.4885,0.119,0.1758,998,0,0.0209,0
0.5194,0.5153,0.1215,0.1936,999,0,0.0235,0
0.5146,0.4975,0.1118,0.1834,1000,0,0.0205,0
0.5061,0.5,0.1093,0.1732,1001,0,0.0189,0
0.5255,0.4949,0.1239,0.1783,1002,0,0.0221,0
0.5194,0.5051,0.1215,0.1987,1003,0,0.0241,0
0.5085,0.5038,0.1093,0.1809,1004,0,0.0198,0
0.5109,0.5102,0.1239,0.1834,1005,0,0.0227,0
0.4951,0.5153,0.1263,0.1987,1006,0,0.0251,0
0.5231,0.5089,0.1142,0.1809,1007,0,0.0207,0
0.5061,0.4834,0.1288,0.1962,1008,0,0.0253,0
0.517,0.4809,0.1215,0.1962,1009,0,0.0238,0
0.4879,0.5038,0.1263,0.186,1010,0,0.0235,0
0.5231,0.5153,0.1239,0.1834,1011,0,0.0227,0
0.5134,0.5242,0.1093,0.186,1012,0,0.0203,0
0.5194,0.514,0.1215,0.186,1013,0,0.0226,0
0.5304,0.514,0.1385,0.1809,1014,0,0.025,0
0.5121,0.5102,0.1263,0.1834,1015,0,0.0232,0
0.5036,0.4822,0.1239,0.1834,1016,0,0.0227,0
0.4879,0.4783,0.1215,0.1962,1017,0,0.0238,0
0.5024,0.5102,0.1166,0.1834,1018,0,0.0214,0
0.5109,0.5013,0.0996,0.1758,1019,0,0.0175,0
0.5777,0.7038,0.102,0.1834,1019,0,0.0187,1
0.4939,0.5191,0.1385,0.186,1020,0,0.0258,0
0.5036,0.5178,0.1093,0.1732,1021,0,0.0189,0
0.5194,0.5038,0.1215,0.186,1022,0,0.0226,0
0.517,0.4822,0.1215,0.1885,1023,0,0.0229,0
0.5121,0.5127,0.1458,0.1987,1024,0,0.029,0
0.5219,0.4911,0.1263,0.1962,1025,0,0.0248,0
0.5109,0.5076,0.119,0.1783,1026,0,0.0212,0
0.5109,0.5013,0.1239,0.186,1027,0,0.023,0
0.5121,0.5064,0.1118,0.1911,1028,0,0.0214,0
0.5194,0.5064,0.102,0.1707,1029,0,0.0174,0
0.5036,0.4847,0.1288,0.1834,1030,0,0.0236,0
0.5073,0.5166,0.1215,0.1656,1031,0,0.0201,0
0.5097,0.4936,0.1118,0.1809,1032,0,0.0202,0
0.5243,0.4987,0.1069,0.186,1033,0,0.0199,0
0.5146,0.4822,0.1312,0.1834,1034,0,0.0241,0
0.5024,0.5115,0.1263,0.1911,1035,0,0.0241,0
0.5121,0.5038,0.1215,0.1809,1036,0,0.022,0
0.4951,0.5064,0.1166,0.1809,1037,0,0.0211,0
0.5073,0.5064,0.1215,0.1911,1038,0,0.0232,0
0.5255,0.5064,0.1239,0.1962,1039,0,0.0243,0
0.5012,0.5166,0.1239,0.1809,1040,0,0.0224,0
0.5097,0.5229,0.1118,0.1834,1041,0,0.0205,0
0.5158,0.5178,0.1093,0.1936,1042,0,0.0212,0
0.5146,0.4936,0.1166,0.186,1043,0,0.0217,0
0.517,0.4987,0.1118,0.186,1044,8,0.0208,0
0.4915,0.5064,0.1142,0.1707,1045,0,0.0195,0
0.5595,0.7127,0.1142,0.1707,1045,0,0.0195,1
0.4757,0.5242,0.1749,0.2318,1046,12,0.0406,0
0.5194,0.5025,0.1069,0.1783,1047,0,0.0191,0
0.4988,0.5076,0.1142,0.1885,1048,0,0.0215,0
0.5146,0.5166,0.1069,0.1911,1049,0,0.0204,0
0.5182,0.5013,0.1288,0.186,1050,0,0.0239,0
0.5134,0.4975,0.1239,0.1885,1051,0,0.0234,0
0.4976,0.5089,0.1166,0.1809,1052,0,0.0211,0
0.4417,0.3038,0.1069,0.1783,1053,0,0.0191,0
0.5024,0.5089,0.1166,0.1911,1053,0,0.0223,1
0.5219,0.514,0.1361,0.1911,1054,0,0.026,0
0.5109,0.5191,0.1142,0.1809,1055,0,0.0207,0
0.5012,0.4962,0.0996,0.1707,1056,0,0.017,0
0.517,0.4949,0.1215,0.1885,1057,0,0.0229,0
0.5061,0.4924,0.1093,0.2089,1058,12,0.0228,0
0.5231,0.4987,0.1142,0.1911,1059,0,0.0218,0
0.5049,0.5013,0.1166,0.1809,1060,0,0.0211,0
0.5207,0.5127,0.1093,0.1732,1061,0,0.0189,0
0.517,0.4898,0.1118,0.1783,1062,0,0.0199,0
0.5207,0.4911,0.1239,0.2013,1063,0,0.0249,0
0.4976,0.5115,0.1166,0.1911,1064,0,0.0223,0
0.5292,0.5076,0.1215,0.1783,1065,0,0.0217,0
0.5146,0.4898,0.1312,0.1987,1066,0,0.0261,0
0.532,0.4899,0.3515,0.4494,1067,9,0.158,0
0.5737,0.5238,0.3175,0.4042,1068,0,0.1283,0
0.602,0.5416,0.2834,0.4042,1069,0,0.1146,0
0.602,0.5357,0.2381,0.3685,1069,0,0.0877,1
0.6587,0.433,0.2627,0.2985,1070,0,0.0784,0
0.6368,0.4675,0.2773,0.3062,1071,0,0.0849,0
0.7161,0.4654,0.2637,0.2962,1072,0,0.0781,0
0.6465,0.3096,0.293,0.3231,1073,0,0.0947,0
0.4407,0.5932,0.2751,0.3107,1074,0,0.0855,0
0.5063,0.5311,0.2794,0.3551,1075,0,0.0992,0
0.4916,0.5751,0.2528,0.3049,1076,9,0.0771,0
0.5806,0.4476,0.4531,0.5403,1077,9,0.2448,0
0.4731,0.4677,0.4378,0.5806,1078,0,0.2542,0
0.4693,0.4718,0.3226,0.5403,1079,0,0.1743,0
0.6263,0.5113,0.3968,0.5825,1080,9,0.2311,0
0.5084,0.5751,0.295,0.3713,1081,12,0.1095,0
0.3592,0.4218,0.5383,0.5737,1082,9,0.3089,0
0.4729,0.4959,0.3562,0.5601,1083,0,0.1995,0
0.469,0.4959,0.3175,0.4951,1083,0,0.1572,1
0.4855,0.4807,0.0823,0.0631,1084,9,0.0052,0
0.5041,0.5086,0.4844,0.5337,1085,8,0.2585,0
0.4489,0.4899,0.4283,0.4359,1086,9,0.1867,0
0.4808,0.4765,0.4155,0.4493,1087,9,0.1867,0
0.2463,0.2619,0.4294,0.4293,1088,8,0.1843,0
0.5976,0.5078,0.6011,0.5308,1088,0,0.3191,1
0.4923,0.4806,0.5497,0.5418,1089,8,0.2979,0
0.2522,0.7013,0.4413,0.5186,1089,8,0.2289,1
0.5116,0.4768,0.5265,0.5651,1090,8,0.2975,0
0.7214,0.6878,0.3037,0.3191,1091,5,0.0969,0
0.8372,0.2247,0.278,0.2779,1091,5,0.0772,1
0.2206,0.7149,0.2017,0.2612,1092,9,0.0527,0
0.6082,0.4568,0.404,0.4613,1093,8,0.1864,0
0.4495,0.4495,0.3463,0.4325,1094,5,0.1498,0
0.4423,0.4315,0.3896,0.4109,1095,8,0.1601,0
0.5059,0.502,0.0672,0.0819,1096,1,0.0055,0
0.1927,0.5602,0.085,0.0661,1096,9,0.0056,1
0.2471,0.6727,0.079,0.0661,1096,9,0.0052,2
0.5023,0.5136,0.322,0.2174,1097,7,0.07,0
0.4698,0.5201,0.3957,0.4152,1098,8,0.1643,0
0.4773,0.4968,0.4146,0.4272,1099,0,0.1771,0
0.4514,0.5356,0.298,0.4531,1100,9,0.135,0
0.4903,0.4871,0.4276,0.4725,1101,0,0.202,0
0.4644,0.5097,0.4146,0.4272,1102,0,0.1771,0
0.513,0.5129,0.3952,0.4078,1103,9,0.1612,0
0.8037,0.1889,0.3449,0.2931,1104,9,0.1011,0
0.1885,0.4074,0.3192,0.3908,1104,9,0.1247,1
0.5952,0.5848,0.3707,0.3754,1104,9,0.1391,2
0.4951,0.501,0.0692,0.073,1105,1,0.005,0
0.1858,0.5562,0.0771,0.0671,1105,8,0.0052,1
0.2461,0.6707,0.0751,0.071,1105,9,0.0053,2
0.2746,0.6743,0.3746,0.3994,1106,8,0.1496,0
0.4651,0.4842,0.3746,0.3994,1106,8,0.1496,1
0.6365,0.2401,0.3746,0.3931,1106,8,0.1472,2
0.6206,0.2274,0.3683,0.3677,1107,8,0.1354,0
0.4778,0.4873,0.3873,0.4184,1107,8,0.1621,1
0.2746,0.6712,0.3873,0.4184,1107,8,0.1621,2
0.4556,0.4778,0.4063,0.4501,1108,9,0.1829,0
0.6556,0.2337,0.3746,0.3804,1109,8,0.1425,0
0.5095,0.5095,0.3746,0.3867,1109,8,0.1449,1
0.2873,0.6807,0.3746,0.3867,1109,8,0.1449,2
0.2746,0.668,0.3873,0.3994,1110,8,0.1547,0
0.4841,0.4842,0.3873,0.3994,1110,8,0.1547,1
0.6524,0.2242,0.381,0.3614,1110,8,0.1377,2
0.2683,0.6839,0.3746,0.3804,1111,8,0.1425,0
0.4841,0.4683,0.3746,0.3804,1111,8,0.1425,1
0.6492,0.2306,0.3746,0.374,1111,8,0.1401,2
0.4431,0.4705,0.3498,0.2107,1112,0,0.0737,0
0.4536,0.4789,0.2781,0.1601,1112,0,0.0445,1
0.4684,0.4579,0.3329,0.2023,1113,0,0.0673,0
0.5147,0.54,0.2739,0.1981,1114,0,0.0543,0
0.519,0.54,0.2318,0.1643,1114,0,0.0381,1
