x center,y center,width,height,confidence,ImageID,labelID,Area,boxID,predTag
0.422,0.4533,0.2083,0.2941,0.8898,1689,9,0.0612,0,1
0.5508,0.4719,0.4147,0.2379,0.9107,1690,9,0.0987,0,1
0.583,0.5309,0.2125,0.3023,0.9161,1691,9,0.0642,0,1
0.4716,0.6334,0.4127,0.6038,0.8281,1692,12,0.2492,0,1
0.5827,0.5267,0.2166,0.2971,0.891,1693,9,0.0643,0,1
0.5993,0.4165,0.5054,0.4949,0.8478,1694,9,0.2501,0,1
0.4984,0.3397,0.4316,0.5296,0.1493,1695,11,0.2286,1,1
0.6874,0.399825,0.5789,0.5666500000000001,0.6817,1696,11,0.0,0,1
0.574,0.4183,0.4676,0.4776,0.8006,1697,0,0.2233,0,1
0.4798,0.4908,0.3186,0.3093,0.6968,1698,5,0.0985,0,1
0.5304,0.4765,0.2859,0.3121,0.8312,1699,5,0.0892,0,1
0.484,0.5205,0.2056,0.2953,0.8461,1700,9,0.0607,0,1
0.5734,0.5215,0.2267,0.3152,0.7177,1701,9,0.0715,0,1
0.5999,0.4841,0.2227,0.317,0.8528,1702,9,0.0706,0,1
0.383675,0.5296,0.56545,0.41440000000000005,0.8806,1703,9,0.0,0,1
0.4754,0.4675,0.4586,0.4618,0.719,1704,0,0.0,0,1
0.5153,0.6048,0.3744,0.5447,0.7576,1705,0,0.2039,0,1
0.4789,0.6294,0.43,0.615,0.7621,1706,12,0.2645,0,1
0.503075,0.49722500000000003,0.9771500000000001,0.42465,0.7992,1707,9,0.0,0,1
0.5212,0.4868,0.2856,0.2177,0.9101,1708,9,0.0622,0,1
0.5114,0.4893,0.2871,0.2187,0.9267,1709,9,0.0628,0,1
0.5125,0.4914,0.2884,0.2187,0.9295,1710,9,0.0631,0,1
0.5264,0.4918,0.2821,0.2118,0.9136,1711,9,0.0598,0,1
0.4654,0.5663,0.2791,0.212,0.9259,1712,9,0.0592,0,1
0.5124,0.4872,0.2816,0.2149,0.9343,1713,9,0.0605,0,1
0.5062,0.4975,0.2855,0.213,0.9086,1714,9,0.0608,0,1
0.5123,0.5001,0.2856,0.2141,0.9063,1715,9,0.0611,0,1
0.4816,0.5735,0.2802,0.2113,0.8688,1716,9,0.0592,0,1
0.5134,0.5161,0.2878,0.2157,0.9225,1717,9,0.0621,0,1
0.4887,0.5114,0.3516000000000001,0.242,0.9045,1718,0,0.0,0,1
0.5265,0.484,0.33909999999999996,0.23950000000000005,0.8761,1719,0,0.0,0,1
0.471125,0.52725,0.34515000000000007,0.24370000000000003,0.8556,1720,0,0.0,0,1
0.4871,0.5028,0.3454999999999999,0.23699999999999993,0.9053,1721,0,0.0,0,1
0.4782,0.5191,0.3441,0.2298,0.8073,1722,12,0.0791,0,1
0.5028,0.4953,0.3253,0.2396,0.8821,1723,0,0.0779,0,1
0.4786,0.4917,0.34509999999999996,0.23229999999999995,0.9223,1724,0,0.0,0,1
0.483,0.5581,0.38670000000000004,0.2679,0.7721,1725,0,0.0,0,1
0.4803,0.5662,0.2813,0.2127,0.8741,1726,9,0.0598,0,1
0.481,0.5063,0.276,0.2075,0.894,1727,9,0.0573,0,1
0.4401,0.5629,0.2795,0.212,0.9314,1728,9,0.0592,0,1
0.4875,0.5692,0.2885,0.2223,0.9154,1729,9,0.0641,0,1
0.4398,0.4756,0.2829,0.2191,0.9023,1730,9,0.062,0,1
0.48535,0.5896,0.4061,0.5687,0.8229,1731,0,0.0,0,1
0.4716,0.5706,0.2723,0.2158,0.8727,1732,9,0.0588,0,1
0.5097,0.5012,0.2927,0.2181,0.9152,1733,9,0.0638,0,1
0.5124,0.4901,0.2221,0.2994,0.8749,1734,9,0.0665,0,1
0.4982,0.5035,0.2907,0.2124,0.9127,1735,9,0.0617,0,1
0.4958,0.499,0.2866,0.2139,0.9133,1736,9,0.0613,0,1
0.484,0.5341,0.304,0.2551,0.8745,1737,9,0.0776,0,1
0.5072,0.499,0.2881,0.2118,0.9128,1738,9,0.061,0,1
0.4941,0.5024,0.2905,0.2178,0.9143,1739,9,0.0633,0,1
0.4953,0.5045,0.2865,0.2108,0.9136,1740,9,0.0604,0,1
0.5307,0.5186,0.3148,0.2573,0.8692,1741,9,0.081,0,1
0.5016,0.5836,0.2853,0.2169,0.8952,1742,9,0.0619,0,1
0.5058,0.5061,0.2899,0.2161,0.9085,1743,9,0.0627,0,1
0.676425,0.4082,0.60675,0.5231999999999999,0.8929,1744,9,0.0,0,1
0.4897,0.4847,0.2598,0.3343,0.9053,1745,9,0.0869,0,1
0.5072,0.4974,0.2908,0.2146,0.9082,1746,9,0.0624,0,1
0.5046,0.4993,0.2235,0.2025,0.8692,1747,8,0.0453,0,1
0.5078,0.4975,0.2234,0.2042,0.864,1748,8,0.0456,0,1
0.520475,0.7039,0.4275500000000001,0.5314,0.8828,1749,9,0.0,0,1
0.4882,0.5182,0.2523,0.3206,0.9068,1750,9,0.0809,0,1
0.437725,0.34192500000000003,0.38925,0.43075,0.9136,1751,8,0.0,0,1
0.4957,0.34537500000000004,0.3919,0.44355000000000006,0.9182,1752,8,0.0,0,1
0.530275,0.5957,0.39095000000000013,0.4356,0.9154,1753,8,0.0,0,1
0.431625,0.361575,0.3900499999999999,0.43765000000000004,0.9118,1754,8,0.0,0,1
0.6973,0.6447,0.3128,0.3074,0.8269,1755,8,0.0962,0,1
0.29175,0.7119249999999999,0.5342000000000001,0.51855,0.8548,1756,0,0.0,0,1
0.5935,0.37354999999999994,0.4696,0.4499999999999999,0.8142,1757,11,0.0,0,1
0.4552,0.497,0.1841,0.385,0.897,1758,8,0.0709,0,1
0.4976,0.5732,0.246,0.3863,0.9076,1759,9,0.095,0,1
0.436,0.4817,0.2492,0.388,0.929,1760,9,0.0967,0,1
0.5528,0.5326,0.2517,0.3914,0.9287,1761,9,0.0985,0,1
0.5728,0.4743,0.2363,0.3921,0.7439,1762,9,0.0927,0,1
0.5689,0.515,0.2397,0.3875,0.9058,1763,9,0.0929,0,1
0.5104,0.4979,0.2514,0.3893,0.9085,1764,9,0.0979,0,1
0.5309,0.5845,0.3879,0.2541,0.9061,1765,9,0.0986,0,1
0.5678,0.5747,0.3931,0.2469,0.8395,1766,9,0.0971,0,1
0.4829,0.5316,0.3953,0.2496,0.8918,1767,9,0.0987,0,1
0.5334,0.5091,0.392,0.2458,0.902,1768,9,0.0964,0,1
0.5662,0.4443,0.3955,0.2615,0.9092,1769,9,0.1034,0,1
0.5038,0.4696,0.18,0.3974,0.9113,1770,8,0.0715,0,1
0.657225,0.5114,0.42765,0.3743000000000001,0.9104,1771,8,0.0,0,1
0.640925,0.482775,0.42865,0.39354999999999996,0.9251,1772,8,0.0,0,1
0.26080000000000003,0.61025,0.45580000000000004,0.3748,0.9412,1773,9,0.0,0,1
0.4324,0.5132,0.3898,0.2413,0.8943,1774,9,0.0941,0,1
0.34459999999999996,0.526675,0.4344,0.39725,0.9023,1775,8,0.0,0,1
0.5046,0.4671,0.1809,0.3999,0.9124,1776,8,0.0723,0,1
0.5065,0.5499,0.2582,0.48,0.7165,1777,12,0.0,0,1
0.62095,0.4973,0.4692999999999999,0.4206,0.9198,1778,9,0.0,0,1
0.524,0.461,0.3064,0.574,0.8112,1779,0,0.1759,0,1
0.371,0.5174,0.4443000000000001,0.3893,0.9248,1780,9,0.0,0,1
0.270575,0.541725,0.46154999999999996,0.38625000000000004,0.9295,1781,9,0.0,0,1
0.27549999999999997,0.555775,0.45759999999999995,0.3790500000000001,0.9164,1782,9,0.0,0,1
0.274425,0.5334,0.46545,0.3917999999999999,0.9163,1783,9,0.0,0,1
0.4686,0.4783,0.1883,0.4034,0.8755,1784,8,0.076,0,1
0.270525,0.5414,0.45825,0.38480000000000003,0.9295,1785,9,0.0,0,1
0.34577500000000005,0.4994,0.46255000000000007,0.4263,0.8783,1786,7,0.0,0,1
0.603325,0.5559499999999999,0.4638500000000001,0.4062,0.611,1787,7,0.0,0,1
0.5128,0.5141,0.1649,0.3901,0.922,1788,8,0.0643,0,1
0.638625,0.519,0.42445,0.3853,0.9083,1789,8,0.0,0,1
0.4986,0.5258,0.4028,0.2299,0.8894,1790,9,0.0926,0,1
0.5342,0.61505,0.4256,0.5110999999999999,0.9003,1791,9,0.0,0,1
0.4978,0.5556,0.1641,0.3877,0.9235,1792,8,0.0636,0,1
0.4089,0.5215,0.4600000000000001,0.3882999999999999,0.914,1793,9,0.0,0,1
0.610575,0.508575,0.41935000000000006,0.38265,0.9191,1794,8,0.0,0,1
0.6401,0.5006,0.4339,0.39189999999999997,0.9034,1795,8,0.0,0,1
0.366175,0.5187,0.42604999999999993,0.3819000000000001,0.9138,1796,8,0.0,0,1
0.50865,0.6352249999999999,0.391,0.4281499999999999,0.9065,1797,8,0.0,0,1
0.5199499999999999,0.359,0.3919,0.4228,0.8956,1798,8,0.0,0,1
0.4803,0.4962,0.42,0.2542,0.9028,1799,9,0.1068,0,1
0.48617499999999997,0.3829,0.39944999999999997,0.42750000000000005,0.9043,1800,8,0.0,0,1
0.5159,0.5011,0.3969,0.2411,0.8992,1801,9,0.0957,0,1
0.4999,0.389175,0.40220000000000006,0.48444999999999994,0.9062,1802,9,0.0,0,1
0.5121,0.378575,0.39590000000000003,0.4378500000000001,0.905,1803,8,0.0,0,1
0.3779,0.5294,0.5010000000000001,0.45890000000000003,0.8499,1804,9,0.0,0,1
0.3911,0.5191250000000001,0.49290000000000006,0.44754999999999995,0.9027,1805,11,0.0,0,1
0.46154999999999996,0.476325,0.2854,0.48745,0.8474,1806,0,0.0,0,1
0.521425,0.36574999999999996,0.39595,0.4404,0.9179,1807,8,0.0,0,1
0.4825999999999999,0.368625,0.39919999999999994,0.44445,0.9153,1808,8,0.0,0,1
0.5307,0.5191,0.1913,0.396,0.9065,1809,8,0.0758,0,1
0.6124499999999999,0.6212500000000001,0.6923,0.5044000000000001,0.8714,1810,0,0.0,0,1
0.2665,0.554925,0.4485,0.37295000000000006,0.9279,1811,9,0.0,0,1
0.6345,0.4744,0.4539999999999999,0.4061,0.6444,1812,0,0.0,0,1
0.5259749999999999,0.49392500000000006,0.42155,0.71685,0.8565,1813,9,0.0,0,1
0.2816,0.505225,0.5372,0.4523499999999999,0.9061,1814,8,0.0,0,1
0.4733,0.4669,0.1674,0.3915,0.9324,1815,8,0.0655,0,1
0.289475,0.425475,0.54795,0.74785,0.9158,1816,8,0.0,0,1
0.4958,0.5019,0.2204,0.202,0.8477,1817,8,0.0445,0,1
0.4973,0.4924,0.2247,0.21,0.8433,1818,8,0.0472,0,1
0.5007,0.5082,0.2292,0.2061,0.8287,1819,8,0.0472,0,1
0.5119,0.493,0.2245,0.2069,0.8564,1820,8,0.0464,0,1
0.506,0.5037,0.2268,0.1993,0.8518,1821,8,0.0452,0,1
0.5176,0.4857,0.2278,0.2113,0.8868,1822,8,0.0481,0,1
0.4986,0.5042,0.2254,0.2045,0.8268,1823,8,0.0461,0,1
0.5056,0.5037,0.2257,0.2065,0.8583,1824,8,0.0466,0,1
0.5038,0.5065,0.2295,0.2046,0.8147,1825,8,0.0469,0,1
0.5075,0.5059,0.2243,0.2051,0.8221,1826,8,0.046,0,1
0.497,0.5006,0.2233,0.2033,0.7355,1827,8,0.0454,0,1
0.49922500000000003,0.71945,0.95235,0.5081,0.8892,1828,9,0.0,0,1
0.296075,0.7115750000000001,0.5459499999999999,0.5213500000000001,0.9053,1829,9,0.0,0,1
0.29410000000000003,0.716375,0.5381,0.5272500000000001,0.8697,1830,9,0.0,0,1
0.714725,0.281525,0.52195,0.51345,0.904,1831,9,0.0,0,1
0.28285,0.71955,0.5149,0.5047999999999999,0.8927,1832,9,0.0,0,1
0.714475,0.277925,0.5204500000000001,0.51285,0.8985,1833,9,0.0,0,1
0.3987,0.4567,0.4216,0.4088,0.901,1834,9,0.1724,0,1
0.4844,0.464,0.4382,0.4224,0.794,1835,0,0.1851,0,1
0.4393,0.4561,0.3953,0.4313,0.9198,1836,8,0.1705,0,1
0.4578,0.4725,0.4079,0.4398,0.9214,1837,8,0.1794,0,1
0.5776,0.590425,0.7708999999999999,0.77915,0.9148,1838,9,0.0,0,1
0.3705,0.485,0.4175,0.4025,0.7985,1839,9,0.168,0,1
0.413,0.5034,0.4669,0.4414,0.8749,1840,0,0.2061,0,1
0.5125,0.4849,0.4687,0.4612,0.8666,1841,0,0.2162,0,1
0.4061,0.4907,0.4574,0.4431,0.8926,1842,0,0.2027,0,1
0.5354,0.5336,0.4831,0.491,0.6517,1843,5,0.2372,0,1
0.7091,0.2084,0.4679,0.3883,0.4961,1844,9,0.1817,0,1
0.4528,0.4649,0.4379,0.4866,0.9036,1845,8,0.2131,0,1
0.599925,0.526775,0.72685,0.81705,0.8126,1846,9,0.0,0,1
0.59875,0.38322500000000004,0.742,0.49875,0.8966,1847,0,0.0,0,1
0.3864,0.5499,0.5576,0.5493,0.6258,1848,5,0.3063,0,1
0.4836,0.4996,0.4301,0.4136,0.8482,1849,8,0.1779,0,1
0.42995,0.39785000000000004,0.6528999999999999,0.4439,0.8699,1850,8,0.0,0,1
0.4662,0.4544,0.4163,0.3689,0.8106,1851,5,0.1536,0,1
0.5414,0.4664,0.3781,0.3667,0.9017,1852,5,0.1386,0,1
0.614075,0.36910000000000004,0.67235,0.7028,0.9296,1853,9,0.0,0,1
0.626825,0.35760000000000003,0.6627500000000001,0.6819999999999999,0.9374,1854,9,0.0,0,1
0.52355,0.4872,0.46880000000000005,0.4708,0.8631,1855,0,0.0,0,1
0.5285,0.5121,0.4542,0.4536,0.8803,1856,0,0.206,0,1
0.514575,0.5025,0.46605,0.46209999999999996,0.8849,1857,0,0.0,0,1
0.5278,0.517,0.4658,0.4841,0.7764,1858,0,0.2255,0,1
0.629925,0.420475,0.74705,0.57225,0.8769,1859,0,0.0,0,1
0.5119,0.48919999999999997,0.4495,0.4817,0.843,1860,0,0.0,0,1
0.535425,0.55,0.44055,0.44320000000000004,0.8865,1861,0,0.0,0,1
0.4915999999999999,0.4816,0.5083,0.5073,0.8711,1862,0,0.0,0,1
0.5418,0.5312,0.4457,0.4465,0.8829,1863,0,0.199,0,1
0.5435,0.4983,0.4613,0.4543,0.882,1864,0,0.2096,0,1
0.3923,0.4939,0.3418,0.3602,0.5191,1865,5,0.1231,0,1
0.4927,0.4841,0.4336,0.4318,0.5962,1866,5,0.1872,0,1
0.668975,0.460325,0.56385,0.5850500000000001,0.6176,1867,5,0.0,0,1
0.4328,0.4165,0.3991,0.393,0.5225,1868,5,0.1569,0,1
0.38809999999999995,0.5269250000000001,0.709,0.66935,0.7976,1869,9,0.0,0,1
0.5036,0.4598,0.4891,0.4986,0.7952,1870,8,0.2439,0,1
0.7399,0.2409,0.402,0.4021,0.736,1871,5,0.1617,0,1
0.514575,0.4572,0.48755000000000004,0.4943000000000001,0.5635,1872,7,0.0,0,1
0.5054,0.5925,0.4812,0.5048,0.9226,1873,9,0.2429,0,1
0.5161,0.5027,0.442,0.4721,0.9183,1874,8,0.2087,0,1
0.505,0.4847,0.5805,0.5092,0.8055,1875,0,0.2956,0,1
0.4953,0.6542,0.5471,0.2998,0.8545,1876,12,0.164,0,1
0.4931,0.6445,0.5193,0.2747,0.8871,1877,8,0.1427,0,1
0.5447,0.3671,0.5193,0.2462,0.9003,1878,8,0.1279,0,1
0.4808,0.641,0.5164,0.2302,0.9119,1879,8,0.1189,0,1
0.4221,0.3702,0.4921,0.4832,0.7444,1880,9,0.2378,0,1
0.5041,0.4817,0.451,0.4771,0.6563,1881,5,0.2152,0,1
0.6111,0.5652,0.5135,0.528,0.8601,1882,9,0.2712,0,1
0.4659,0.4482,0.4615,0.5139,0.9159,1883,8,0.2372,0,1
0.464,0.4876,0.4775,0.4905,0.8733,1884,8,0.2342,0,1
0.4842,0.4519,0.4989,0.5083,0.8354,1885,8,0.2536,0,1
0.3913,0.677,0.4124,0.5918,0.8686,1886,9,0.2441,0,1
0.387,0.5534,0.5627,0.5279,0.8318,1887,0,0.0,0,1
0.544175,0.399,0.6635500000000001,0.7492000000000001,0.5873,1888,9,0.0,0,1
0.5102,0.5361,0.588,0.3197,0.8615,1890,0,0.188,0,1
0.5791,0.5076,0.4002,0.3895,0.8908,1892,0,0.1559,0,1
0.38327500000000003,0.47379999999999994,0.65185,0.3679,0.9006,1893,8,0.0,0,1
0.5076,0.3054,0.4271,0.302,0.8974,1894,8,0.129,0,1
0.5054,0.4951,0.4025,0.3991,0.9086,1895,8,0.1606,0,1
0.5025,0.489,0.3962,0.3816,0.9096,1896,8,0.1512,0,1
0.4809,0.3561,0.4578,0.303,0.891,1897,8,0.1387,0,1
0.5232,0.4915,0.1996,0.3877,0.91,1898,8,0.0774,0,1
0.5068,0.5627,0.3005,0.4739,0.5791,1899,0,0.1424,0,1
0.528,0.45,0.2851,0.3937,0.518,1900,5,0.1122,0,1
0.5263,0.5009,0.4776,0.45799999999999996,0.7722,1901,0,0.0,0,1
0.5077,0.605,0.46,0.4521,0.8758,1902,9,0.2079,0,1
0.601275,0.423325,0.65375,0.7505499999999999,0.8388,1903,9,0.0,0,1
0.4899,0.4022,0.5031,0.5921,0.8449,1904,0,0.2979,0,1
0.38867499999999994,0.44875,0.71015,0.8130999999999999,0.8231,1905,4,0.0,0,1
0.60865,0.543325,0.7121999999999999,0.82595,0.824,1906,4,0.0,0,1
0.4834,0.6535,0.4421,0.6351,0.8101,1907,12,0.2808,0,1
0.60865,0.543325,0.7121999999999999,0.82595,0.824,1908,4,0.0,0,1
0.4697,0.628,0.4337,0.643,0.7728,1909,12,0.2789,0,1
0.4667,0.5148,0.5695,0.6321,0.7858,1910,8,0.36,0,1
0.5026,0.5593,0.3998999999999999,0.4305999999999999,0.55,1911,0,0.0,0,1
0.4853,0.5387,0.5824,0.5563,0.8966,1912,9,0.324,0,1
0.4737,0.4526,0.4182,0.2872,0.9063,1913,8,0.1201,0,1
0.4713,0.4658,0.4199,0.2977,0.8906,1914,8,0.125,0,1
0.5102,0.4074,0.4204,0.3538,0.8919,1915,9,0.1488,0,1
0.4991,0.4727,0.426,0.2959,0.8932,1916,8,0.126,0,1
0.4985,0.4941,0.3967,0.3967,0.9038,1917,9,0.1573,0,1
0.3641,0.6038,0.5735,0.546,0.8439,1918,9,0.3131,0,1
0.4821,0.5636,0.5789,0.569,0.8284,1919,9,0.0,0,1
0.4168,0.659,0.5803,0.525,0.1956,1920,9,0.3046,0,1
0.5907,0.3183,0.5771,0.516,0.5524,1921,9,0.2977,0,1
0.3382,0.6319,0.6064,0.5512,0.8387,1922,9,0.3342,0,1
0.5919,0.3121,0.6047,0.5245,0.5376,1923,9,0.3171,0,1
0.3447,0.6006,0.6149,0.5458,0.8409,1924,9,0.3356,0,1
0.4854,0.4949,0.6336,0.5957999999999999,0.8233,1925,0,0.0,0,1
0.3221,0.7133,0.1998,0.1372,0.8881,1926,8,0.0274,0,1
0.3524,0.6406,0.6094,0.5585,0.8075,1927,9,0.3404,0,1
0.4133,0.6421,0.5972,0.5236,0.528,1928,9,0.3127,0,1
0.4936,0.498,0.4752,0.3987,0.877,1929,9,0.1895,0,1
0.5069,0.49,0.638,0.377,0.8066,1930,0,0.2405,0,1
0.4928,0.5481,0.6288,0.3704,0.8293,1931,0,0.2329,0,1
0.49882499999999996,0.42045,0.5062499999999999,0.5947,0.8743,1932,8,0.0,0,1
0.4529,0.462,0.4652,0.284,0.8832,1933,8,0.1321,0,1
0.4882,0.3216,0.4861,0.296,0.8899,1934,8,0.1439,0,1
0.5084,0.2858,0.4843,0.2833,0.7517,1935,8,0.1372,0,1
0.4994,0.4369,0.464,0.2815,0.8152,1936,8,0.1306,0,1
0.4707,0.4555,0.4679,0.288,0.8998,1937,8,0.1347,0,1
0.4368,0.5629,0.4415,0.395,0.8988,1938,9,0.1744,0,1
0.402,0.5465,0.4371,0.3805,0.8635,1939,9,0.1663,0,1
0.4105,0.5489,0.4493,0.4032,0.9015,1940,9,0.1811,0,1
0.48697500000000005,0.662675,0.7462500000000001,0.62795,0.8951,1941,0,0.0,0,1
0.413275,0.6638499999999999,0.80045,0.6284000000000001,0.9095,1942,0,0.0,0,1
0.5175,0.5676,0.572,0.6019,0.8064,1943,8,0.3442,0,1
0.48572499999999996,0.557925,0.9073500000000001,0.7771499999999999,0.7039,1944,11,0.0,0,1
0.5206,0.521,0.5555,0.4666,0.8571,1945,9,0.2592,0,1
0.4588,0.5214,0.49760000000000004,0.4534,0.8655,1946,8,0.0,0,1
0.5568,0.5336,0.5113,0.4262,0.8603,1947,12,0.2179,0,1
0.3108,0.7319,0.1995,0.1619,0.9027,1948,9,0.0323,0,1
0.2726,0.6925,0.2089,0.1645,0.7277,1949,9,0.0344,0,1
0.5026999999999999,0.659625,0.7513,0.63805,0.9237,1950,0,0.0,0,1
0.409875,0.660725,0.8028500000000001,0.6333499999999999,0.9033,1951,12,0.0,0,1
0.4451,0.4904,0.5941,0.5217,0.838,1952,0,0.3099,0,1
0.529,0.478575,0.5057,0.5950500000000001,0.6455,1953,0,0.0,0,1
0.46119999999999994,0.5578,0.5948,0.5562,0.9195,1954,0,0.0,0,1
0.4966,0.4866,0.5305,0.4976,0.873,1955,9,0.264,0,1
0.5855,0.46425,0.7905,0.5999,0.868,1956,0,0.0,0,1
0.4862,0.4941,0.5538,0.5074,0.8952,1957,9,0.281,0,1
0.5453,0.5297,0.562,0.5196,0.7945,1958,9,0.292,0,1
0.4974,0.4358,0.5418,0.5007,0.7732,1959,9,0.2713,0,1
0.5907250000000001,0.4845,0.78735,0.6141,0.8971,1960,0,0.0,0,1
0.4815999999999999,0.6934,0.39109999999999995,0.5602,0.581,1961,0,0.0,0,1
0.4844,0.7123,0.40679999999999994,0.5370999999999999,0.7398,1962,12,0.0,0,1
0.4865,0.6603,0.42790000000000006,0.6168,0.8209,1963,12,0.0,0,1
0.5603,0.4202,0.8268,0.7916999999999998,0.6329,1964,11,0.0,0,1
0.6272,0.3226,0.5926,0.5281,0.7017,1965,9,0.3129,0,1
0.5627,0.6196,0.4293,0.6511,0.8646,1966,9,0.2795,0,1
0.4344,0.6255,0.4576,0.6741000000000001,0.8138,1967,12,0.0,0,1
0.3748,0.6203,0.6105,0.5666,0.7397,1968,9,0.3459,0,1
0.6448,0.4151,0.5748,0.5357,0.721,1969,9,0.3079,0,1
0.45395,0.6401749999999999,0.43600000000000005,0.6295499999999999,0.8118,1970,0,0.0,0,1
0.3944,0.5926,0.4297,0.3814,0.8801,1971,9,0.1639,0,1
0.4859,0.6631,0.4919,0.5920000000000001,0.8011,1972,0,0.0,0,1
0.4004,0.5143,0.6100000000000001,0.5586,0.7885,1973,9,0.0,0,1
0.3604,0.6051,0.5749,0.5293,0.6876,1974,9,0.3043,0,1
0.5117,0.6241,0.4301,0.5849,0.7666,1975,12,0.2516,0,1
0.5054,0.5614,0.4618,0.6036,0.7574,1976,12,0.2788,0,1
0.5148,0.625,0.4332,0.5809,0.7932,1977,12,0.2516,0,1
0.643325,0.662425,0.7040500000000001,0.6288499999999999,0.8398,1978,8,0.0,0,1
0.5112,0.4819,0.5322,0.4818,0.8752,1979,9,0.0,0,1
0.5053,0.4734,0.4629,0.2841,0.8179,1980,8,0.1315,0,1
0.4923,0.5314,0.5645,0.5192,0.86,1981,9,0.2931,0,1
0.4967,0.5527,0.5481,0.5017,0.899,1982,9,0.275,0,1
0.5046,0.49460000000000004,0.5397000000000001,0.5018,0.8908,1983,9,0.0,0,1
0.5102,0.5018,0.5332,0.504,0.901,1984,9,0.2688,0,1
0.4564,0.5362,0.5354,0.4973,0.8875,1985,9,0.2663,0,1
0.5054,0.5139,0.5404,0.4903,0.8769,1986,9,0.265,0,1
0.5152,0.5307,0.5575,0.5138,0.8941,1987,9,0.2865,0,1
0.492,0.457975,0.5215999999999998,0.48265,0.885,1988,9,0.0,0,1
0.5429,0.5748,0.511,0.4887,0.8234,1989,9,0.2497,0,1
0.5961,0.5155,0.6045,0.5639000000000001,0.8686,1990,0,0.0,0,1
0.4944,0.5255,0.6194,0.5533,0.8497,1991,0,0.3427,0,1
0.587625,0.426925,0.76465,0.7825500000000001,0.8647,1992,0,0.0,0,1
0.428925,0.604925,0.79715,0.76135,0.9184,1993,0,0.0,0,1
0.508,0.5416,0.6032,0.4961,0.8381,1994,0,0.0,0,1
0.576025,0.39397499999999996,0.82315,0.7576499999999999,0.889,1995,8,0.0,0,1
0.5269,0.5082,0.5138,0.4845999999999999,0.8946,1996,9,0.0,0,1
0.5185,0.5161,0.5524,0.5089,0.901,1997,9,0.2811,0,1
0.5495,0.5725,0.5585,0.6244,0.8162,1998,8,0.3488,0,1
0.335375,0.45977500000000004,0.17314999999999997,0.18455,0.5667,1999,11,0.0,0,1
0.45622500000000005,0.6624749999999999,0.72185,0.61305,0.8766,2000,0,0.0,0,1
0.4955,0.4866,0.5326,0.4953,0.8642,2001,9,0.2638,0,1
0.4482,0.5527,0.6552,0.4898,0.835,2002,8,0.321,0,1
0.5259,0.6731,0.4149,0.6084,0.8497,2003,12,0.2524,0,1
0.5045,0.6449,0.4617,0.6436,0.8072,2004,12,0.2972,0,1
0.4953,0.6331,0.4683,0.6621,0.8021,2005,12,0.3101,0,1
0.489425,0.47609999999999997,0.8966500000000002,0.43179999999999996,0.5555,2006,9,0.0,0,1
0.3245,0.506,0.5489,0.3127,0.4501,2007,9,0.1716,0,1
0.506725,0.4659,0.89615,0.4776,0.6029,2008,9,0.0,0,1
0.51375,0.46485,0.9099999999999999,0.40569999999999995,0.3866,2009,9,0.0,0,1
0.49974999999999997,0.50635,0.9061,0.42549999999999993,0.5598,2010,9,0.0,0,1
0.3172,0.5474,0.5301,0.3047,0.5549,2011,9,0.1615,0,1
0.3167,0.503,0.5396,0.3207,0.5817,2012,9,0.173,0,1
0.3215,0.5363,0.5292,0.3082,0.4194,2013,9,0.1631,0,1
0.5021249999999999,0.46925,0.90145,0.4085,0.599,2014,9,0.0,0,1
0.505475,0.47877500000000006,0.9379500000000001,0.42085,0.5627,2015,9,0.0,0,1
0.3139,0.5464,0.5528,0.3073,0.5705,2016,9,0.1699,0,1
0.501725,0.45219999999999994,0.9110499999999999,0.45029999999999987,0.4427,2017,9,0.0,0,1
0.5183249999999999,0.4523,0.8616499999999999,0.3316,0.6274,2018,9,0.0,0,1
0.5963,0.6087,0.4822,0.5882,0.7762,2019,0,0.2836,0,1
0.54485,0.6613,0.4937,0.6193,0.7379,2020,12,0.0,0,1
0.4931,0.6639,0.4384,0.6172,0.7567,2021,12,0.2706,0,1
0.538225,0.6899,0.42974999999999997,0.5707,0.8931,2022,12,0.0,0,1
0.5244,0.71545,0.42110000000000003,0.5422,0.826,2023,12,0.0,0,1
0.47239999999999993,0.6166,0.45539999999999997,0.6549,0.7895,2024,0,0.0,0,1
0.4903,0.6538,0.4678,0.6583,0.8242,2025,12,0.308,0,1
0.4587,0.6463,0.42399999999999993,0.6295,0.831,2026,0,0.0,0,1
0.65715,0.543,0.6177999999999999,0.6241999999999999,0.8559,2027,7,0.0,0,1
0.6394,0.5263,0.6415,0.6276999999999999,0.8966,2028,7,0.0,0,1
0.52,0.5062,0.4643,0.2817,0.9097,2029,8,0.1308,0,1
0.4878,0.5237,0.4552,0.2712,0.8879,2030,8,0.1235,0,1
0.396325,0.599175,0.74775,0.7659499999999999,0.8095,2031,9,0.0,0,1
0.5042,0.5857,0.5173,0.4822,0.8691,2032,9,0.2495,0,1
0.491,0.5142,0.5235,0.4875,0.8704,2033,9,0.2552,0,1
0.49725,0.48182500000000006,0.9025,0.43605000000000005,0.4453,2035,9,0.0,0,1
0.49802500000000005,0.449675,0.88425,0.43125,0.5478,2036,9,0.0,0,1
0.4719,0.38232499999999997,0.2904,0.29655,0.8011,2037,11,0.0,0,1
